entry,address_city,address_code,first_entry_date,krs,legal_form,name,name_short,nip,regon,industriesR,industriesN,ceo_name,industriesJ,industriesM,industriesP,industriesL,industriesC,industriesG,industriesK,industriesF,industriesH,industriesI,industriesS,industriesQ,nazwa_jednostki,kwota_wsparcia
MGS Spółka z Ograniczoną Odpowiedzialnością,Bielsko-Biała,43-300,2016-05-20,619532,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS INVEST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS INVEST,5472161055.0,364496743.0,,,Małgorzata Dorota Balicka,,,,True,,,,,,,,,MGS Spółka z Ograniczoną Odpowiedzialnością,169000
MGS Spółka z Ograniczoną Odpowiedzialnością,Katowice,40-203,2015-10-30,581090,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS-SKA.EU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS-SKA.EU,6342848989.0,362866868.0,,,,,,,,,,,,True,,,,MGS Spółka z Ograniczoną Odpowiedzialnością,169000
MGS Spółka z Ograniczoną Odpowiedzialnością,Bydgoszcz,85-022,2018-05-30,734598,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS HOLDING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS HOLDING,9671419676.0,380378646.0,,True,Piotr Potrykus,,,,,,,,,,,,,MGS Spółka z Ograniczoną Odpowiedzialnością,169000
MGS Spółka z Ograniczoną Odpowiedzialnością,Warszawa,02-903,2010-04-30,355597,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS-K SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS-K,5851454318.0,221008217.0,,,Bogdan Zbigniew Kowalski,,,,,,True,,,,,,,MGS Spółka z Ograniczoną Odpowiedzialnością,169000
Mimello Cirulo Ltd Spółka Komandytowa,Warszawa,00-695,2016-09-12,636630,SPÓŁKA KOMANDYTOWA,MIMELLO CIRULO LTD SPÓŁKA KOMANDYTOWA,MIMELLO CIRULO LTD,5213747300.0,365375674.0,True,,,,,,,,,,,,,,,Mimello Cirulo Ltd Spółka Komandytowa,248989
Mobilnascena.pl Spółka z ograniczoną odpowiedzialnością,Szczytno,12-100,2015-05-13,557535,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MOBILNASCENA.PL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MOBILNASCENA.PL,5272736404.0,361537192.0,,True,Aleksandra Wiesława Niezgoda,,,,,,,,,,,,,Mobilnascena.pl Spółka z ograniczoną odpowiedzialnością,105522
Mózg Foundation - Fundacja Muzyki Współczesnej i Form Interdyscyplinarnych,Warszawa,00-594,2014-07-03,515467,FUNDACJA,"'MÓZG FOUNDATION- FUNDACJA MUZYKI WSPÓŁCZESNEJ I FORM INTERDYSCYPLINARNYCH""","'MÓZG FOUNDATION- FUNDACJA MUZYKI WSPÓŁCZESNEJ I FORM INTERDYSCYPLINARNYCH""",1132878533.0,147347221.0,,,Sławomir Janicki,,,,,,,,,,,,,Mózg Foundation - Fundacja Muzyki Współczesnej i Form Interdyscyplinarnych,26408
MYSTIC COALITION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,Minoga,32-046,2018-10-23,754728,SPÓŁKA KOMANDYTOWA,MYSTIC COALITION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,MYSTIC COALITION,5130257272.0,381633052.0,True,,,,,,,,,,,,,,,MYSTIC COALITION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,402327
No Limits spółka z ograniczoną odpowiedzialnością,Kamień Pomorski,72-400,2013-10-24,482788,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS,9860239952.0,321447623.0,,,Marta Maria Magdij,,,,,,True,,,,,,,No Limits spółka z ograniczoną odpowiedzialnością,298298
No Limits spółka z ograniczoną odpowiedzialnością,Wrocław,53-601,2019-06-06,789935,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS,8971867355.0,383573762.0,,,Dawid Sebastian Sikora,,,True,,,,,,,,,,No Limits spółka z ograniczoną odpowiedzialnością,298298
No Limits spółka z ograniczoną odpowiedzialnością,Warszawa,04-861,2007-03-19,276748,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS,9522019204.0,140925152.0,,,Krzysztof Zdzisław Litwiński,,,,,,,,,,,,,No Limits spółka z ograniczoną odpowiedzialnością,298298
No Limits spółka z ograniczoną odpowiedzialnością,Oleszno,29-105,2008-03-12,301442,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS COMPOSITES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS COMPOSITES,6090039462.0,260215839.0,,,Michał Andrzej Lichosik,,,,,True,,,,,,,,No Limits spółka z ograniczoną odpowiedzialnością,298298
No Limits spółka z ograniczoną odpowiedzialnością,Warszawa,00-635,2012-03-30,416533,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS POLAND,7010338129.0,146075909.0,,,,,,,,,,,,,,,,No Limits spółka z ograniczoną odpowiedzialnością,298298
No Limits spółka z ograniczoną odpowiedzialnością,Gniezno,62-200,2020-02-12,828773,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS INVEST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS INVEST,7842520821.0,385541980.0,,,Wojciech Knitter,,,,True,,,,,,,,,No Limits spółka z ograniczoną odpowiedzialnością,298298
No Limits spółka z ograniczoną odpowiedzialnością,Ostrowiec Świętokrzyski,27-400,2013-11-06,484795,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS 24 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS 24,6751493176.0,122977192.0,,,Bartosz Paweł Kitliński,,,,,,,,,,,,,No Limits spółka z ograniczoną odpowiedzialnością,298298
No Limits spółka z ograniczoną odpowiedzialnością,Bydgoszcz,85-794,2015-01-30,541457,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS ENERGY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS ENERGY,5542928439.0,360961806.0,,,Łukasz Marian Wolski,,,,,,,,True,,,,,No Limits spółka z ograniczoną odpowiedzialnością,298298
No Limits spółka z ograniczoną odpowiedzialnością,Warszawa,03-940,2017-06-26,683984,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS POLSKA,1132945086.0,367635168.0,,,,,True,,,,,,,,,,,No Limits spółka z ograniczoną odpowiedzialnością,298298
No Limits spółka z ograniczoną odpowiedzialnością,Tychy,43-100,2007-06-19,282517,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS WORKOUT CENTRE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,NO LIMITS WORKOUT CENTRE,6462770824.0,240618547.0,True,,Monika Zuzanna Bigoszewska,,,,,,,,,,,,,No Limits spółka z ograniczoną odpowiedzialnością,298298
NOWE STOWARZYSZENIE JEUNESSES MUSICALES POLAND,Warszawa,02-645,2012-04-06,416963,STOWARZYSZENIE,NOWE STOWARZYSZENIE JEUNESSES MUSICALES POLAND,NOWE STOWARZYSZENIE JEUNESSES MUSICALES POLAND,1132857749.0,146102428.0,,,Wojciech Walczak,,,,,,,,,,,,,NOWE STOWARZYSZENIE JEUNESSES MUSICALES POLAND,49132
Opera Krakowska w Krakowie,Kraków,31-512,2002-06-27,117720,ZWIĄZEK ZAWODOWY,ZWIĄZEK ZAWODOWY PRACOWNIKÓW OPERY KRAKOWSKIEJ W KRAKOWIE,ZWIĄZEK ZAWODOWY PRACOWNIKÓW OPERY KRAKOWSKIEJ W KRAKOWIE,,120079106.0,,,,,,,,,,,,,,,,Opera Krakowska w Krakowie,1306972
Opera Krakowska w Krakowie,Kraków,31-027,2004-01-23,188239,ZWIĄZEK ZAWODOWY,ZWIĄZEK ZAWODOWY ARTYSTÓW I PRACOWNIKÓW OBSŁUGI SCENY OPERY KRAKOWSKIEJ W KRAKOWIE,ZWIĄZEK ZAWODOWY ARTYSTÓW I PRACOWNIKÓW OBSŁUGI SCENY OPERY KRAKOWSKIEJ W KRAKOWIE,6751320464.0,351128219.0,,,,,,,,,,,,,,,,Opera Krakowska w Krakowie,1306972
Opera na Zamku w Szczecinie,Szczecin,70-540,2016-04-05,606663,ZWIĄZEK ZAWODOWY,ZWIĄZEK ZAWODOWY ARTYSTÓW BALETU OPERY NA ZAMKU W SZCZECINIE,ZWIĄZEK ZAWODOWY ARTYSTÓW BALETU OPERY NA ZAMKU W SZCZECINIE,8513193824.0,364122706.0,,,,,,,,,,,,,,,,Opera na Zamku w Szczecinie,770000
Opera Śląska w Bytomiu,Bytom,41-902,2005-03-10,230007,ZWIĄZEK ZAWODOWY,ZWIĄZEK ZAWODOWY PRACOWNIKÓW OPERY ŚLĄSKIEJ W BYTOMIU,ZWIĄZEK ZAWODOWY PRACOWNIKÓW OPERY ŚLĄSKIEJ W BYTOMIU,6263034726.0,271830579.0,,,,,,,,,,,,,,,,Opera Śląska w Bytomiu,817649
Orkiestra Muzyki Nowej,Bytom,41-902,2013-02-22,452211,STOWARZYSZENIE,ORKIESTRA MUZYKI NOWEJ,ORKIESTRA MUZYKI NOWEJ,,,,,Szymon Jerzy Bywalec,,,,,,,,,,,,,Orkiestra Muzyki Nowej,85000
Państwowy Zespół Ludowy Pieśni i Tańca „Mazowsze” im. Tadeusza Sygietyńskiego,Otrębusy,05-805,2014-06-16,513474,ZWIĄZEK ZAWODOWY,"ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEGO ZESPOŁU LUDOWEGO PIEŚNI I TAŃCA ""MAZOWSZE"" IM. TADEUSZA SYGIETYŃSKIEGO W KAROLINIE","ZWIĄZEK ZAWODOWY PRACOWNIKÓW PAŃSTWOWEGO ZESPOŁU LUDOWEGO PIEŚNI I TAŃCA ""MAZOWSZE"" IM. TADEUSZA SYGIETYŃSKIEGO W KAROLINIE",5342498081.0,147338788.0,,,,,,,,,,,,,,,,Państwowy Zespół Ludowy Pieśni i Tańca „Mazowsze” im. Tadeusza Sygietyńskiego,1400000
PARAM SPÓŁKA JAWNA,Busko-Zdrój,28-100,2006-04-06,254604,SPÓŁKA JAWNA,"""BZW PARA"" SPÓŁKA JAWNA",BZW PARA,6551905533.0,260084975.0,,,,,,,,,,,,,,,,PARAM SPÓŁKA JAWNA,664500
PARAM SPÓŁKA JAWNA,Stadniki,32-422,2001-09-13,43400,SPÓŁKA JAWNA,"SZWAGROPOL SPÓŁKA JAWNA TADEUSZ SZEWCZYK, JERZY PARA","SZWAGROPOL SPÓŁKA JAWNA TADEUSZ SZEWCZYK, JERZY PARA",6811001746.0,350267344.0,,,,,,,,,,,,True,,,,PARAM SPÓŁKA JAWNA,664500
PARAM SPÓŁKA JAWNA,Busko-Zdrój,28-100,2006-12-21,270535,SPÓŁKA JAWNA,PRZEDSIĘBIORSTWO WIELOBRANŻOWE PARA SPÓŁKA JAWNA,PRZEDSIĘBIORSTWO WIELOBRANŻOWE PARA,6551914578.0,260139759.0,,,,,,,,,,,,,,,True,PARAM SPÓŁKA JAWNA,664500
PARAM SPÓŁKA JAWNA,Warszawa,00-542,2001-06-01,14691,SPÓŁKA JAWNA,"M. SKRZYPIEC I Z. SZPILKA ""PARAM"" SPÓŁKA JAWNA","M. SKRZYPIEC I Z. SZPILKA ""PARAM""",1180851348.0,11864210.0,,,,,,True,,,,,,,,,,PARAM SPÓŁKA JAWNA,664500
PARAM SPÓŁKA JAWNA,Warszawa,02-763,2002-01-24,85180,SPÓŁKA JAWNA,"PARA STUDIO ANNA KWIATKOWSKA - MOKOSA, MICHAŁ MOKOSA SPÓŁKA JAWNA","PARA STUDIO ANNA KWIATKOWSKA - MOKOSA, MICHAŁ MOKOSA",1181373773.0,13179670.0,,,,,,,,,,,,,,,,PARAM SPÓŁKA JAWNA,664500
PARAM SPÓŁKA JAWNA,Gdynia,81-154,2002-06-14,118229,SPÓŁKA JAWNA,"PARA - J. BRUSKI, Z. NIKELSKI, M. KORNOWICZ SPÓŁKA JAWNA","PARA - J. BRUSKI, Z. NIKELSKI, M. KORNOWICZ",5861014294.0,190447890.0,,,,,,,,,True,,,,,,,PARAM SPÓŁKA JAWNA,664500
PARAM SPÓŁKA JAWNA,Busko-Zdrój,28-100,2001-04-17,7063,SPÓŁKA JAWNA,PRZEDSIEBIORSTWO USŁUGOWO-PRODUKCYJNO- HANDLOWE ZYGMUNT I STEFAN PARA SPÓŁKA JAWNA,PRZEDSIEBIORSTWO USŁUGOWO-PRODUKCYJNO- HANDLOWE ZYGMUNT I STEFAN PARA,6550003343.0,3687523.0,,,,,,,,,,,,,,,,PARAM SPÓŁKA JAWNA,664500
PARAM SPÓŁKA JAWNA,Kutno,99-300,2002-06-27,120142,SPÓŁKA JAWNA,"SKLEP PRZEMYSŁOWY JUBILER ""MŁODA PARA"" SPÓŁKA JAWNA BOŻENA CIMOSZKO, STANISŁAW JARECKI","SKLEP PRZEMYSŁOWY JUBILER ""MŁODA PARA"" SPÓŁKA JAWNA BOŻENA CIMOSZKO, STANISŁAW JARECKI",7751004284.0,610187615.0,,,,,,,True,,,,,,,,,PARAM SPÓŁKA JAWNA,664500
Perfect event,Gruszów,32-414,2018-01-17,713621,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PERFECT EVENT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PERFECT EVENT,6812069887.0,369285873.0,,True,,,,,,,,,,,,,,Perfect event,54000
Polskie Stowarzyszenie Estradowe POLEST,Warszawa,03-922,2001-09-12,35363,STOWARZYSZENIE,"POLSKIE STOWARZYSZENIE ESTRADOWE ""POLEST""","POLSKIE STOWARZYSZENIE ESTRADOWE ""POLEST""",5252010696.0,1325543.0,,,Jan Greber,,,,,,,,,,,,,Polskie Stowarzyszenie Estradowe POLEST,1792250
Polskie Stowarzyszenie Jazzowe,Wrocław,50-029,2014-11-19,532157,STOWARZYSZENIE,POLSKIE STOWARZYSZENIE JAZZOWE WROCŁAW,POLSKIE STOWARZYSZENIE JAZZOWE WROCŁAW,8971815418.0,362481453.0,,,Zbigniew Zygmunt Lewandowski,,,,,,,,,,,,,Polskie Stowarzyszenie Jazzowe,200000
Polskie Stowarzyszenie Jazzowe,Warszawa,00-681,2003-10-28,177771,STOWARZYSZENIE,POLSKIE STOWARZYSZENIE JAZZOWE,POLSKIE STOWARZYSZENIE JAZZOWE,5252023405.0,806453.0,,,Mariusz Piotr Bogdanowicz,,,,,,,,,,,,,Polskie Stowarzyszenie Jazzowe,200000
Polskie Stowarzyszenie Jazzowe,Wrocław,50-133,2003-01-31,146132,STOWARZYSZENIE,POLSKIE STOWARZYSZENIE JAZZOWE ODDZIAŁ WE WROCŁAWIU,POLSKIE STOWARZYSZENIE JAZZOWE ODDZIAŁ WE WROCŁAWIU,,931146272.0,,,Zbigniew Czwojda,,,,,,,,,,,,,Polskie Stowarzyszenie Jazzowe,200000
Polskie Towarzystwo Muzyki Kameralnej,Warszawa,01-864,2003-08-04,169550,STOWARZYSZENIE,POLSKIE TOWARZYSTWO MUZYKI KAMERALNEJ,POLSKIE TOWARZYSTWO MUZYKI KAMERALNEJ,1181694678.0,15544949.0,,,Włodzimierz Jan Promiński,,,,,,,,,,,,,Polskie Towarzystwo Muzyki Kameralnej,6080
Pomorskie Towarzystwo Kultury Teatralnej,Gdańsk,80-864,2014-08-14,519771,STOWARZYSZENIE,POMORSKIE TOWARZYSTWO KULTURY TEATRALNEJ,POMORSKIE TOWARZYSTWO KULTURY TEATRALNEJ,5833170266.0,222150302.0,,,Ewelina Ziemba,,,,,,,,,,,,,Pomorskie Towarzystwo Kultury Teatralnej,8670
POZNAŃSKA FUNDACJA ARTYSTYCZNA,Poznań,61-884,2001-10-15,52995,FUNDACJA,POZNAŃSKA FUNDACJA ARTYSTYCZNA,POZNAŃSKA FUNDACJA ARTYSTYCZNA,7821469411.0,632507557.0,,,Bogdan Żyłkowski,,,,,,,,,,,,,POZNAŃSKA FUNDACJA ARTYSTYCZNA,65020
PRO1 Spółka Z Ograniczoną Odpowiedzialnością,Warszawa,02-672,2014-12-18,535896,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PRO1 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PRO1,5213685349.0,360362218.0,True,,Magdalena Gatkowska Chrząszcz,,,,,,,,,,,,,PRO1 Spółka Z Ograniczoną Odpowiedzialnością,385000
Promoters Spółka z ograniczoną odpowiedzialnością,Lublin,20-148,2013-12-06,489901,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PROMOTERS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PROMOTERS,9462646600.0,61625787.0,,True,Marcin Jerzy Kruk,,,,,,,,,,,,,Promoters Spółka z ograniczoną odpowiedzialnością,32950
Promoters Spółka z ograniczoną odpowiedzialnością,Warszawa,,2006-03-03,251361,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"""KLOWER PROMOTERS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",KLOWER PROMOTERS,1132273801.0,10887811.0,,,Jerzy Zdzisław Boguta,,,,,,,,,,,,,Promoters Spółka z ograniczoną odpowiedzialnością,32950
PRZEDSIĘBIORSTWO WIELOBRANŻOWE CASTON SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Raszyn,05-090,2005-01-18,226557,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"""PRZEDSIĘBIORSTWO WIELOBRANŻOWE CASTON SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""",PRZEDSIĘBIORSTWO WIELOBRANŻOWE CASTON,5220001493.0,1340229.0,,,,True,,,,,,,,,,,,PRZEDSIĘBIORSTWO WIELOBRANŻOWE CASTON SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,192757
RDE EUROPE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Warszawa,02-991,2017-11-21,704659,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RDE EUROPE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RDE EUROPE,9512450159.0,368798257.0,,True,Kosma Piotr Szostak,,,,,,,,,,,,,RDE EUROPE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,177946
ROZSTAJE:U ZBIEGU KULTUR I TRADYCJI.STOWARZYSZENIE,Liszki,32-060,2004-06-15,210170,STOWARZYSZENIE,ROZSTAJE:U ZBIEGU KULTUR I TRADYCJI.STOWARZYSZENIE,ROZSTAJE:U ZBIEGU KULTUR I TRADYCJI.,,356863449.0,,,Jan Maksymilian Słowiński,,,,,,,,,,,,,ROZSTAJE:U ZBIEGU KULTUR I TRADYCJI.STOWARZYSZENIE,24000
SINFONIA VARSOVIA,Warszawa,03-849,2001-09-03,40968,FUNDACJA,FUNDACJA SINFONIA VARSOVIA,FUNDACJA SINFONIA VARSOVIA,5262504626.0,16397226.0,,,Piotr Kostrzewa,,,,,,,,,,,,,SINFONIA VARSOVIA,962500
SINFONIA VARSOVIA,Warszawa,00-001,2018-01-04,708639,ZWIĄZEK ZAWODOWY,ZWIĄZEK ZAWODOWY MUZYKÓW ORKIESTROWYCH GRUPY DĘTEJ ORKIESTRY SINFONIA VARSOVIA,ZWIĄZEK ZAWODOWY MUZYKÓW ORKIESTROWYCH GRUPY DĘTEJ ORKIESTRY SINFONIA VARSOVIA,1132959444.0,369161993.0,,,,,,,,,,,,,,,,SINFONIA VARSOVIA,962500
SMOLNA38 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,Warszawa,00-375,2016-08-18,632582,SPÓŁKA KOMANDYTOWA,SMOLNA38 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,SMOLNA38,5252672865.0,365201767.0,,,,,,,,,,,,,True,,,SMOLNA38 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,398000
SOUND PRODUCTION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Wałbrzych,58-304,2002-11-29,136046,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"""SOUND PRODUCTION"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",SOUND PRODUCTION,8862627391.0,891364781.0,True,,Monika Stańczak,,,,,,,,,,,,,SOUND PRODUCTION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,171187
"Sportowy Klub Taneczny ""Flamenco""",Siemianowice Śląskie,41-100,2002-04-08,105482,STOWARZYSZENIE,"SPORTOWY KLUB TANECZNY ""FLAMENCO""","SPORTOWY KLUB TANECZNY ""FLAMENCO""",6431635870.0,277825361.0,,,Aleksandra Ewa Bednarz,,,,,,,,,,,,,"Sportowy Klub Taneczny ""Flamenco""",39996
Sportowy Klub taneczny Pasja,Kraków,31-234,2002-03-08,89645,STOWARZYSZENIE KULTURY FIZYCZNEJ,SPORTOWY KLUB TANECZNY PASJA,SPORTOWY KLUB TANECZNY PASJA,9451962007.0,356290120.0,,,Teresa Mikoś,,,,,,,,,,,,,Sportowy Klub taneczny Pasja,50000
Spółdzielnia Socjalna Akademii Avatara,Legnica,59-220,2017-07-14,687100,SPÓŁDZIELNIA,SPÓŁDZIELNIA SOCJALNA AKADEMII AVATARA,SPÓŁDZIELNIA SOCJALNA AKADEMII AVATARA,6912527295.0,367810275.0,True,,Olga Pirecka,,,,,,,,,,,,,Spółdzielnia Socjalna Akademii Avatara,40800
Stiber Music spółka z ograniczoną odpowiedzialnością,Sobótka,55-050,2020-01-16,823711,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,STIBER MUSIC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,STIBER MUSIC,8961592365.0,385336457.0,,,Mateusz Piotr Sztybrych,,,,,,,,,,,True,,Stiber Music spółka z ograniczoną odpowiedzialnością,30000
"Stowarzyszenie ""Art In Motion""",Katowice,40-031,2011-11-03,400841,STOWARZYSZENIE,"STOWARZYSZENIE ""ART IN MOTION""","STOWARZYSZENIE ""ART IN MOTION""",9542735406.0,242780230.0,,,Artur Michał Malke,,,,,,,,,,,,,"Stowarzyszenie ""Art In Motion""",250000
"Stowarzyszenie ""BIURO SZTUKI""",Warszawa,01-494,2007-09-18,288611,STOWARZYSZENIE,"STOWARZYSZENIE ""BIURO SZTUKI""","STOWARZYSZENIE ""BIURO SZTUKI""",5222868486.0,141198620.0,,,Jolanta Sikorska,,,,,,,,,,,,,"Stowarzyszenie ""BIURO SZTUKI""",40000
"STOWARZYSZENIE ""DZIEJE""",Szczecin,71-564,2015-03-31,550584,STOWARZYSZENIE,STOWARZYSZENIE DZIEJE SIĘ!,STOWARZYSZENIE DZIEJE SIĘ!,8513183240.0,361144624.0,,,Agata Maria Adamowicz,,,,,,,,,,,,,"STOWARZYSZENIE ""DZIEJE""",234000
"STOWARZYSZENIE ""DZIEJE""",Murowana Goślina,62-095,2011-05-06,383777,STOWARZYSZENIE,"STOWARZYSZENIE ""DZIEJE""","STOWARZYSZENIE ""DZIEJE""",7773220374.0,301923252.0,,,Tomasz Łęcki,,,,,,,,,,,,,"STOWARZYSZENIE ""DZIEJE""",234000
"STOWARZYSZENIE ""DZIEJE""",Zamość,22-400,2016-08-19,632837,STOWARZYSZENIE,"STOWARZYSZENIE ""NIC SIĘ NIE DZIEJE""","STOWARZYSZENIE ""NIC SIĘ NIE DZIEJE""",9223053630.0,365188311.0,,,Łukasz Włoch,,,,,,,,,,,,,"STOWARZYSZENIE ""DZIEJE""",234000
"STOWARZYSZENIE ""DZIEJE""",Dobrydział,98-400,2015-05-29,560000,STOWARZYSZENIE,"STOWARZYSZENIE ""DOBRY DZIAŁ""","STOWARZYSZENIE ""DOBRY DZIAŁ""",9970153111.0,361641222.0,,,Magdalena Sopel,,,,,,,,,,,,,"STOWARZYSZENIE ""DZIEJE""",234000
"STOWARZYSZENIE ""DZIEJE""",Łódź,91-431,2008-10-01,314911,STOWARZYSZENIE,"STOWARZYSZENIE NA RZECZ INICJATYW TWÓRCZYCH ""DZIEJE SIĘ""","STOWARZYSZENIE NA RZECZ INICJATYW TWÓRCZYCH ""DZIEJE SIĘ""",7262598522.0,100582080.0,,,Michał Andrzej Konka,,,,,,,,,,,,,"STOWARZYSZENIE ""DZIEJE""",234000
"STOWARZYSZENIE ""DZIEJE""",Szczytno,12-100,2019-09-30,806215,STOWARZYSZENIE,STOWARZYSZENIE MYŚLĘ - DZIAŁAM,STOWARZYSZENIE MYŚLĘ - DZIAŁAM,7451852708.0,384506704.0,,,,,,,,,,,,,,,,"STOWARZYSZENIE ""DZIEJE""",234000
"STOWARZYSZENIE ""DZIEJE""",Bieliny,26-004,2014-07-03,515640,STOWARZYSZENIE,"STOWARZYSZENIE ""DZIAŁAM DLA GMINY BIELINY""","STOWARZYSZENIE ""DZIAŁAM DLA GMINY BIELINY""",6572914974.0,260786720.0,,,Henryka Maruszak,,,,,,,,,,,,,"STOWARZYSZENIE ""DZIEJE""",234000
"STOWARZYSZENIE ""DZIEJE""",Sadowne,07-140,2011-03-21,381154,STOWARZYSZENIE,STOWARZYSZENIE KULTURALNO-OŚWIATOWE DZIAŁAM,STOWARZYSZENIE KULTURALNO-OŚWIATOWE DZIAŁAM,8241793331.0,142862473.0,,,Kamil Marcin Kiełek,,,,,,,,,,,,,"STOWARZYSZENIE ""DZIEJE""",234000
"STOWARZYSZENIE ""DZIEJE""",Warszawa,00-384,2006-04-25,255802,STOWARZYSZENIE,"STOWARZYSZENIE TWÓRCÓW I DOKUMENTALISTÓW ""DZIEJE SIĘ""","STOWARZYSZENIE TWÓRCÓW I DOKUMENTALISTÓW ""DZIEJE SIĘ""",,140574712.0,,,Adam Świtała,,,,,,,,,,,,,"STOWARZYSZENIE ""DZIEJE""",234000
